business_category,item_code,total_amount,base_amount,total_nlc,units,gm,gm_percent
3P Brand,NVGG734L,12173,10869,8194,17,2675,0.246112797865489
3P Brand,NVGG734M,14227,12677,9640,20,3037,0.2395677210696537
3P Brand,NVGG742SWG,-2726,-2434,-2264,-4,-170,0.06984387838948233
3P Brand,NVGG772,-14283,-12752,-5126,-11,-7626,0.5980238393977415
3P Brand,NVGG8901,-1884,-1596,-1388,-4,-208,0.13032581453634084
3P Brand,NVGG891,-103621,-92519,-79686,-171,-12833,0.13870664404068353
3P Brand,NVGG892,38602,34466,35416,76,-950,-0.027563395810363836
3P Brand,NVGG896,-9775,-8728,-6678,-21,-2050,0.2348762603116407
3P Brand,NVGG896XS,-9559,-8535,-7384,-26,-1151,0.1348564733450498
3P Brand,NVGG897,-11022,-9841,-8520,-30,-1321,0.1342343257799004
3P Brand,NVGG898,-3795,-3389,-2556,-9,-833,0.24579521982885807
3P Brand,NVGG901BK,-1992,-1778,-1034,-2,-744,0.4184476940382452
3P Brand,NVGG901GR,-18235,-16281,-11891,-23,-4390,0.2696394570358086
3P Brand,NVGG902BK,-1911,-1706,12925,25,-14631,8.57620164126612
3P Brand,NVGG916L1,2210,2075,1596,7,479,0.2308433734939759
3P Brand,NVGG916L2,-244,-91,-228,-1,137,-1.5054945054945055
3P Brand,NVGG916M1,577,604,228,1,376,0.6225165562913907
3P Brand,NVGG916M2,-266,-23,-228,-1,205,-8.91304347826087
3P Brand,NVSG7028,164,147,1180,4,-1033,-7.0272108843537415
3P Brand,NVSG759,-744,-664,3186,18,-3850,5.798192771084337
3P Brand,NVSG759M,-4094,-3655,-3186,-18,-469,0.12831737346101232
3P Brand,NVSG767,-5791,-5171,-4356,-44,-815,0.1576097466640882
3P Brand,NVSG806,-4203,-3752,-2904,-33,-848,0.2260127931769723
3P Brand,NVSP1302BL,-2391,-2026,-1692,-9,-334,0.1648568608094768
3P Brand,NVSP1302RB,-3228,-2735,-2820,-15,85,-0.031078610603290677
3P Brand,NVSP1304BK,-833,-706,-685,-5,-21,0.029745042492917848
3P Brand,NVSP1304YL,4446,3768,2740,20,1028,0.27282377919320594
3P Brand,NVSP511,1901,1611,808,8,803,0.49844816883923027
3P Brand,NVSP515GR,3437,2912,2130,15,782,0.26854395604395603
3P Brand,NVSP515NB,3748,3176,2698,19,478,0.15050377833753148
3P Brand,NVSP515RB,3485,2954,1846,13,1108,0.37508463100880163
3P Brand,NVSP515RD,1781,1509,1278,9,231,0.15308151093439365
3P Brand,NVSP516,2379,2016,1748,23,268,0.13293650793650794
3P Brand,NVSP518BL,3239,2745,5243,49,-2498,-0.9100182149362477
3P Brand,NVSP518YL,-832,-702,214,2,-916,1.3048433048433048
3P Brand,NVSS646MOW,-449,-428,-372,-6,-56,0.1308411214953271
3P Brand,NVSS646SBK,309,294,248,4,46,0.1564625850340136
3P Brand,NVSS8813WH,1492,1421,1050,14,371,0.26108374384236455
3P Brand,NVSS8816BG,556,530,356,4,174,0.3283018867924528
3P Brand,NVSS8816BO,164,156,89,1,67,0.42948717948717946
3P Brand,NVSS8818NV,425,405,178,2,227,0.5604938271604938
3P Brand,NVSS8818RB,789,752,445,5,307,0.40824468085106386
3P Brand,NVSS8818WH,76,72,93,1,-21,-0.2916666666666667
3P Brand,NVSS8820BK,-62,-59,-297,-3,238,-4.033898305084746
3P Brand,NVSS8820GR,390,371,297,3,74,0.19946091644204852
3P Brand,NVSS8820WH,1357,1292,891,9,401,0.31037151702786375
3P Brand,NVSS8822GR,2656,2529,1980,20,549,0.21708185053380782
3P Brand,NVSS8822NV,2193,2089,1584,16,505,0.24174246050741982
3P Brand,NVSS8823BK,-140,-134,-297,-3,163,-1.2164179104477613
3P Brand,NVSS8823GR,-1305,-1242,-1287,-13,45,-0.036231884057971016
3P Brand,NVSS8823NV,416,396,99,1,297,0.75
3P Brand,NVSS8823WH,748,713,594,6,119,0.16690042075736325
3P Brand,NVSS8831,737,702,0,0,702,1
3P Brand,NVSS991NW,-554,-527,-357,-3,-170,0.3225806451612903
3P Brand,NVSS991OB,-592,-564,-476,-4,-88,0.15602836879432624
3P Brand,NVSS991SB,-2750,-2619,-2023,-17,-596,0.22756777395952654
3P Brand,NVSS991WB,-143,-136,357,3,-493,3.625
3P Brand,NVSS991YB,-3504,-3337,-2975,-25,-362,0.10848067126161223
3P Brand,NVSS992BW,235,224,238,2,-14,-0.0625
3P Brand,NVSS992NW,482,459,476,4,-17,-0.037037037037037035
3P Brand,NVSS992OB,698,665,2618,22,-1953,-2.9368421052631577
3P Brand,NVSS992SB,-1418,-1351,-1190,-10,-161,0.11917098445595854
3P Brand,NVSS992WB,-1362,-1297,-952,-8,-345,0.26599845797995375
3P Brand,NVSS992YB,-5927,-5644,-4760,-40,-884,0.1566265060240964
3P Brand,NVSS993BW,-183,-175,238,2,-413,2.36
3P Brand,NVSS993NW,-2598,-2474,-1904,-16,-570,0.23039611964430073
3P Brand,NVSS993WB,-5243,-4993,-4403,-37,-590,0.11816543160424595
3P Brand,NVSS993YB,-4404,-4195,-3808,-32,-387,0.09225268176400477
3P Brand,NVSS994,2613,2488,1914,11,574,0.23070739549839228
3P Brand,NVSW4086,-7882,-7511,-7155,-27,-356,0.04739715084542671
3P Brand,NVSW4092,-9885,-9242,-9071,-47,-171,0.018502488638822766
3P Brand,NVSW4093,-14777,-13847,-7950,-30,-5897,0.42586841915216295
3P Brand,NVSW4096,5599,4210,4575,25,-365,-0.08669833729216152
3P Brand,NVSW4098GR,58,52,163,1,-111,-2.1346153846153846
3P Brand,NVSW4125BK,6743,5692,3800,25,1892,0.3323963457484188
3P Brand,NVSW4127BK,-111,-99,-86,-1,-13,0.13131313131313133
3P Brand,NVSW4127NB,3744,3195,2408,28,787,0.24632237871674492
3P Brand,NVSW4127RB,3522,2917,1978,23,939,0.3219060678779568
3P Brand,NVSW4127SL,-2222,-1883,-2580,-30,697,-0.370154009559214
3P Brand,NVSW4127WH,117,-108,-946,-11,838,-7.7592592592592595
3P Brand,NVSW4128BK,1055,841,410,5,431,0.5124851367419738
3P Brand,NVSW4138,-1012,-903,-1005,-3,102,-0.11295681063122924
3P Brand,NVSW4140,-95,-85,-74,-1,-11,0.12941176470588237
3P Brand,NVTN1134BK03,198,168,0,0,168,1
3P Brand,NVTN1134BK04,-5019,-4253,-3354,-3,-899,0.21138020221020457
3P Brand,NVTN1134BK05,-4139,-3507,-2236,-2,-1271,0.36241802110065585
3P Brand,NVTN1134BK07,-7570,-6414,0,0,-6414,1
3P Brand,NVTN1134BK08,-4542,-3848,0,0,-3848,1
3P Brand,NVTN1134BK09,-4545,-3851,-1118,-1,-2733,0.7096857958971695
3P Brand,NVTN1134BK10,-1514,-1283,0,0,-1283,1
3P Brand,NVTN1134BK11,-1316,-1115,0,0,-1115,1
3P Brand,NVTN1179TB03,-8275,-7012,-4575,-3,-2437,0.3475470621791215
3P Brand,NVTN1179TB04,-4136,-3505,-1525,-1,-1980,0.5649072753209701
3P Brand,NVTN1179TB05,-4266,-3615,-1525,-1,-2090,0.5781466113416321
3P Brand,NVTN1179TB06,-3320,-2812,1525,1,-4337,1.5423186344238975
3P Brand,NVTN1179TB07,-1489,-1262,3050,2,-4312,3.416798732171157
3P Brand,NVTN1179TB08,-8265,-7003,0,0,-7003,1
3P Brand,NVTN1179TB09,-2063,-1748,1525,1,-3273,1.8724256292906178
3P Brand,NVTN1179TB10,-5932,-5027,-1525,-1,-3502,0.6966381539685698
3P Brand,NVTN1179TB11,-3866,-3276,-1525,-1,-1751,0.5344932844932845
3P Brand,NVTN1179TB12,679,575,900,1,-325,-0.5652173913043478
3P Brand,NVTN1179W05,-14477,-12267,-6100,-4,-6167,0.5027309040515203
3P Brand,NVTN1179W06,-6208,-5261,-4575,-3,-686,0.13039346131914084
3P Brand,NVTN1179W07,-8265,-7003,0,0,-7003,1
3P Brand,NVTN1179W08,-10335,-8757,-1525,-1,-7232,0.8258536028320201
3P Brand,NVTN1179W09,-10338,-8760,-3050,-2,-5710,0.6518264840182648
3P Brand,NVTN1179W10,-2069,-1754,-1525,-1,-229,0.1305587229190422
3P Brand,NVTN1179W11,4679,3965,3050,2,915,0.23076923076923078
3P Brand,NVTN679BB05,-4949,-4194,-3813,-3,-381,0.09084406294706723
3P Brand,NVTN679BB06,1950,1652,1271,1,381,0.23062953995157384
3P Brand,NVTN679BB07,-4174,-3537,-2542,-2,-995,0.2813118461973424
3P Brand,NVTN679BB08,-2550,-2161,-2542,-2,381,-0.17630726515502082
3P Brand,NVTN679BB09,-5134,-4350,0,0,-4350,1
3P Brand,NVTN679BB10,-5133,-4349,0,0,-4349,1
3P Brand,NVTN679BB11,-2249,-1906,-1271,-1,-635,0.33315844700944386
3P Brand,NVVB2250,-1123,-1002,0,0,-1002,1
3P Brand,NVVB488,2140,1911,2817,9,-906,-0.4740973312401884
3P Brand,NVVB494,-6033,-5387,-2410,-5,-2977,0.5526266938927047
3P Brand,Rhoden,11763143,9969028,10001340,566,-32312,-0.0032412387647020352
3P Brand,SG803680,-12334,-11012,-6726,-2,-4286,0.3892117689792953
3P Brand,SG803681,-1244,-1111,-2221,-1,1110,-0.9990999099909991
3P Brand,SG803732,-1346,-1141,-992,-1,-149,0.13058720420683612
3P Brand,SG803735,-1346,-1141,-992,-1,-149,0.13058720420683612
3P Brand,SG803736,-2692,-2282,-1984,-2,-298,0.13058720420683612
3P Brand,SH803689,-1842,-1645,-1431,-3,-214,0.13009118541033435
3P Brand,SH803690,-3685,-3290,-2862,-6,-428,0.13009118541033435
3P Brand,SH803691,-614,-548,-477,-1,-71,0.12956204379562045
3P Brand,SH803696,-956,-853,-742,-1,-111,0.13012895662368112
3P Brand,SH803699,-1086,-970,-840,-8,-130,0.13402061855670103
3P Brand,SH803700,-1493,-1333,-1155,-11,-178,0.13353338334583645
3P Brand,SH803744,-7859,-7017,-11916,-3,4899,-0.6981616075245831
3P Brand,SP707940,1796,1604,1395,3,209,0.13029925187032418
3P Brand,SP708330,2746,2452,2130,6,322,0.13132137030995106
3P Brand,SP708340,2288,2043,1775,5,268,0.1311796377875673
3P Brand,SP803672,-3027,-2703,-2350,-2,-353,0.13059563448020717
3P Brand,SP803673,-6175,-5513,-7191,-3,1678,-0.30437148557953925
3P Brand,SP812150,3662,3270,2844,4,426,0.13027522935779817
3P Brand,SP829340,6410,5723,4974,6,749,0.13087541499213698
3P Brand,SP838460,9160,8179,7112,4,1067,0.13045604597139016
3P Brand,SP843130,2536,2264,984,2,1280,0.5653710247349824
3P Brand,ST803652,-1272,-1136,-1070,-5,-66,0.058098591549295774
3P Brand,ST803653,-8171,-7296,-6344,-4,-952,0.13048245614035087
3P Brand,ST803655,-2117,-1891,-1096,-2,-795,0.4204124801692226
3P Brand,VK803668,-13138,-11134,-1928,-1,-9206,0.8268367163642896
3P Brand,VK803726,-10868,-10350,-9000,-6,-1350,0.13043478260869565
3P Brand,VK803731,-1164,-1075,-1000,-2,-75,0.06976744186046512
3P Brand,VKTENNISX1,177,150,0,0,150,1
3P Brand,VS0002,310,277,241,1,36,0.1299638989169675
3P Brand,VS0004,-490,-438,-438,-2,0,0
3P Brand,VS0005,-42631,-38063,-30600,-68,-7463,0.19606967396159
3P Brand,VS0006,-7233,-6458,-5464,-17,-994,0.15391762155466088
3P Brand,VS0008,1639,1464,2196,4,-732,-0.5
3P Brand,VS0009,-5889,-5258,-12656,-9,7398,-1.4069988588817042
3P Brand,VS0010,-8835,-7888,-5625,-4,-2263,0.28689148073022314
3P Brand,VS0012,480,429,1420,1,-991,-2.31002331002331
3P Brand,VS0013,239,213,0,0,213,1
3P Brand,VS0014,-5623,-5021,53025,25,-58046,11.560645289782912
3P Brand,VS0015,-9470,-8456,-7353,-3,-1103,0.1304399243140965
3P Brand,VS0017,-38497,-34372,-30720,-16,-3652,0.10624927266379611
3P Brand,VS0018,-3819,-3409,-2345,-7,-1064,0.31211498973305957
3P Brand,VS0020,-9295,-7877,-8140,-20,263,-0.03338834581693538
3P Brand,VS0022,-133150,-118883,-102349,-174,-16534,0.13907791694354954
3P Brand,VS0023,-26,-24,163,3,-187,7.791666666666667
3P Brand,VS0024,-3190,-2848,-2480,-10,-368,0.12921348314606743
3P Brand,VS0025,-4147,-3703,-3224,-13,-479,0.12935457736970024
3P Brand,VS0026,-5104,-4557,-3968,-16,-589,0.1292517006802721
3P Brand,VS0027,-13752,-12278,-10677,-18,-1601,0.1303958299397296
3P Brand,VS0028,-14755,-13174,-11457,-19,-1717,0.13033247305298315
3P Brand,VS0029,-14994,-13388,-11647,-19,-1741,0.13004182850313714
3P Brand,VS0030,-7704,-6879,-6045,-37,-834,0.12123855211513301
3P Brand,VS0031,-3960,-3535,-2810,-10,-725,0.2050919377652051
3P Brand,VS0032,-10187,-9096,-7743,-29,-1353,0.1487467018469657
3P Brand,VS0033,-22310,-19920,-16481,-17,-3439,0.172640562248996
3P Brand,VS0034,-949,-848,-817,-4,-31,0.036556603773584904
3P Brand,VS0035,-1716,-1532,-928,-4,-604,0.39425587467362927
3P Brand,VS0036,-3462,-2934,-2670,-6,-264,0.08997955010224949
3P Brand,VS0037R,900,804,2669,1,-1865,-2.3196517412935322
3P Brand,VS0038B,-10312,-9207,-8007,-3,-1200,0.13033561420658196
3P Brand,VS0038R,-6872,-6135,-2669,-1,-3466,0.5649551752241239
3P Brand,VS0039B,-6875,-6138,-5338,-2,-800,0.13033561420658196
3P Brand,VS0039R,-6875,-6138,-5338,-2,-800,0.13033561420658196
3P Brand,VS0040B,-730,-651,-566,-1,-85,0.130568356374808
3P Brand,VS0040R,-631,-563,0,0,-563,1
3P Brand,VS0041B,-790,-705,0,0,-705,1
3P Brand,VS0041R,-4441,-3965,-3540,-5,-425,0.10718789407313997
3P Brand,VS0042,-2374,-2136,-1827,-7,-309,0.1446629213483146
3P Brand,VS0043,-605,-540,-271,-1,-269,0.4981481481481482
3P Brand,VS0044,-1713,-1710,-1956,-6,246,-0.14385964912280702
3P Brand,VS0045,-20494,-18298,-15225,-72,-3073,0.16794185156847743
3P Brand,VS0046,-37262,-33269,-29202,-62,-4067,0.12224593465388199
3P Brand,VS0047,-18039,-16106,-14007,-23,-2099,0.13032410281882528
3P Brand,VS0048,-39341,-35126,-30672,-71,-4454,0.12680066047941696
3P Brand,VS0049,-42418,-37874,-33303,-94,-4571,0.1206896551724138
3P Brand,VS0051,-1237,-1105,-960,-3,-145,0.13122171945701358
3P Brand,VS0052,-2974,-2656,-2309,-4,-347,0.13064759036144577
3P Brand,VS0053,526,470,0,0,470,1
3P Brand,VS0054,-13011,-11617,-10294,-14,-1323,0.11388482396487906
3P Brand,VS0055,-32538,-29052,-24650,-58,-4402,0.15152140988572216
3P Brand,VX803634,-324,-275,-275,-1,0,0
3P Brand,VX803647,-31878,-28463,-12375,-3,-16088,0.565225028984998
3P Brand,VX803659,460,438,381,3,57,0.13013698630136986
3P Brand,VX803663,-5759,-5142,-4624,-8,-518,0.10073901205756515
3P Brand,VX803664,-45935,-41014,-35664,-6,-5350,0.13044326327595454
3P Brand,VX803667,403,342,297,1,45,0.13157894736842105
3P Brand,VX803709,-1221,-1091,-948,-3,-143,0.1310724106324473
3P Brand,VX803710,-2230,-1991,-1896,-6,-95,0.047714716223003516
3P Brand,VX803713,-313,-265,-265,-1,0,0
3P Brand,WL803648,-28751,-25670,-4464,-1,-21206,0.8261005064277367
3P Brand,WL803649,-3451,-3081,-5357,-1,2276,-0.7387211944173969
3P Brand,WL803650,-18628,-16632,-14463,-3,-2169,0.13041125541125542
3P Brand,WX803701,-879,-785,-786,-3,1,-0.0012738853503184713
3P Brand,Walker,3276782,2778514,2395120,329,383394,0.13798526838446737
3P Brand,Willie,29427644,24967050,22716540,3129,2250510,0.09013920347017369
3P Brand,YK803688,-2865,-2558,-2285,-5,-273,0.10672400312744332
3P Brand,YN803644,-1080,-964,-1071,-3,107,-0.11099585062240663
3P Brand,YN803645,-7175,-6406,-5798,-13,-608,0.09491102091788949
3P Brand,YN803707,-278,-265,-230,-2,-35,0.1320754716981132
3P Brand,YN803714,-23644,-20038,-17424,-4,-2614,0.13045214093222876
3P Brand,YN803718,-2956,-2505,-2178,-1,-327,0.13053892215568863
Accessories,AW503519,-3540,-3000,-2466,-3,-534,0.178
Accessories,AW503520,-12,-10,-822,-1,812,-81.2
Accessories,AW503527,3323,2816,4529,4,-1713,-0.6083096590909091
Accessories,AW504127,-203,-193,-243,-3,50,-0.25906735751295334
Accessories,AW504128,-283,-269,-177,-1,-92,0.3420074349442379
Accessories,AW504129,-169,-161,-177,-1,16,-0.09937888198757763
Accessories,AW504130,-401,-382,-332,-2,-50,0.13089005235602094
Accessories,AW504132,-29,-28,-142,-1,114,-4.071428571428571
Accessories,Allen Key,6018,5100,1522500,1700,-1517400,-297.52941176470586
Accessories,BOTFGPCEVQMW7ZAB,-982466,-832598,17727,311,-850325,1.021291187343712
Accessories,BOTFNXR9CGWJZT8V,-243154,-206014,140448,2464,-346462,1.6817400759171708
Accessories,BOTFP7YVEQYCECQW,1983,1681,1575,7,106,0.06305770374776919
Accessories,BOXING GLOVES,-5845,-4953,11392,2,-16345,3.3000201897839694
Accessories,Bag,201002,170341,152100,16900,18241,0.10708519968768529
Accessories,Balance ball,1298,1100,770,2,330,0.3
Accessories,CS1.8LMGLDGY,2242,1900,1017,3,883,0.46473684210526317
Accessories,CS2.2LGLBPK,54537,46218,25900,70,20318,0.43961227227487126
Accessories,CS3LGLBDGY,2498,2117,798,2,1319,0.6230514879546528
Accessories,CS503016,-2134,-1779,-1881,0,102,-0.05733558178752108
Accessories,CS600535,91473,77519,62374,126,15145,0.19537145732014086
Accessories,CS600537,-273,-244,308,2,-552,2.262295081967213
Accessories,CS600538,758,642,471,3,171,0.26635514018691586
Accessories,CS600540,1620,1418,794,3,624,0.4400564174894217
Accessories,CS600541,-4235,-3610,-2440,-13,-1170,0.32409972299168976
Accessories,CS600542,503,449,394,2,55,0.12249443207126949
Accessories,CS600543,-418,-398,-346,-2,-52,0.1306532663316583
Accessories,CS600544,-178,-184,-198,-1,14,-0.07608695652173914
Accessories,CS600545,-239,-228,-332,-1,104,-0.45614035087719296
Accessories,CS600546,-2079,-1980,-1468,-6,-512,0.2585858585858586
Accessories,CS600549,-13276,-12429,5297,49,-17726,1.4261807064124226
Accessories,CS600564,111688,83045,249048,1177,-166003,-1.9989523752182552
Accessories,CS600630,-10539,-8932,-5252,-4,-3680,0.41200179131213616
Accessories,CS600631,72816,61709,54213,27,7496,0.12147336693189
Accessories,CS600697,4175,3538,1612,2,1926,0.5443753533069531
Accessories,CS600706,43011,36450,32724,4,3726,0.10222222222222223
Accessories,CS600712,-57710,-48907,-41006,-58,-7901,0.16155151614288343
Accessories,CS600736,51290,43466,35310,286,8156,0.1876409147379561
Accessories,CS600769,-148,-132,-126,-1,-6,0.045454545454545456
Accessories,CS600770,-1229,-1042,-92,-1,-950,0.9117082533589251
Accessories,CS600772,63,54,0,0,54,1
Accessories,CS600774,-112,-108,-108,-1,0,0
Accessories,CS600784,281,268,0,0,268,1
Accessories,CS600801,429918,364337,325211,401,39126,0.10738958711302997
Accessories,CS600804,8428,7142,1226,9,5916,0.8283394007280873
Accessories,CS600806,1040280,881594,738088,1222,143506,0.16278014596288087
Accessories,CS600807,490998,416244,354200,573,62044,0.14905680322118758
Accessories,CS600809,25373,21343,16531,65,4812,0.22546033828421497
Accessories,CS600812,52761,44713,39128,67,5585,0.12490774495113278
Accessories,CS600842,506093,428892,350187,177,78705,0.18350773621331246
Accessories,CS600862,15030,12868,6972,6,5896,0.4581908610506683
Accessories,CS600863,-48216,-43050,-31898,-41,-11152,0.259047619047619
Accessories,CS600864,18816,16800,12448,16,4352,0.259047619047619
Accessories,CS600865,25872,23100,17116,22,5984,0.259047619047619
Accessories,CS600866,0,0,0,0,0,NaN
Accessories,CS600867,-3868,-3454,0,0,-3454,1
Accessories,CS600868,-17720,-15821,-793,-1,-15028,0.9498767460969597
Accessories,CS600869,-3500,-2888,-3965,-5,1077,-0.3729224376731302
Accessories,CS600988,37,35,0,0,35,1
Accessories,CS601030,28175,23945,23534,34,411,0.017164334934224264
Accessories,CS601031,50,43,0,0,43,1
Accessories,CS601036,39221,33238,30225,39,3013,0.09064925687466154
Accessories,CS601037,-90659,-76830,-20388,-3,-56442,0.7346349082389692
Accessories,CS601038,238,202,726,1,-524,-2.594059405940594
Accessories,CS601093,-181,-76,0,0,-76,1
Accessories,CS601094,5643,4663,3990,5,673,0.14432768603903068
Accessories,CS601095,-3171,-2688,-2394,-3,-294,0.109375
Accessories,CS601096,-2994,-2578,-2394,-3,-184,0.07137315748642359
Accessories,CS601097,13844,11730,10374,13,1356,0.11560102301790282
Accessories,CS601098,-409,-377,0,0,-377,1
Accessories,CS601099,-1462,-1115,-1596,-2,481,-0.431390134529148
Accessories,CS601100,2011,1795,1596,2,199,0.11086350974930362
Accessories,CS601111,25287,21216,19150,32,2066,0.09737933634992459
Accessories,CS601112,73907,62519,50268,64,12251,0.19595642924550938
Accessories,CS601113,49527,41302,43885,55,-2583,-0.06253934434167836
