sales_type,category,order_id,order_created_date,order_month,user_id,fitso_user_id,source,pack_id,pack_name,membership_service_id,revenue_type,mrp,price,instant_discount,fitcash,platform_fee,total_amount_payable,fitcash_refunded,total_refund,gmv,max_payment_channel,selected_payment_mode,group_order_payment_channel,group_order_payment_mode,is_gift_card_used,gift_card_amount,final_center_name,final_center_service_id,fin_cen_type,fin_cen_city,fin_cen_state,fin_cen_ownership_type,purchase_center_name,purchase_center_service_id,pur_cen_type,pur_cen_city,pur_cen_state,attribution_status,attribution_date,attributed_centername,attributed_centerservice_id,payment_gateway,pg_method,method_detail,pg_charges,juspay_charges,is_ppc,gst_base_amt,gst%,gst_amt,cgst,sgst,pfgst_base,pfgst%,pfgst_amt,sellerdetails_gstinno,sellerdetails_sellerid,sellerdetails_name,invoice_no,extrachargeinvoiceid,subscription_id,purchase_token,test_flag,bill_details,Remarks
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088348823,"March 31, 2026","March 1, 2026",106195602,,CUREFIT_APP,CULTPACK_Ehf1Dm,3 Month cultpass ELITE,"9,08,86,592",Credit,"16,970","8,559",,0,81,"8,640",,,"8,640",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,YC'S Powerhouse Gym,2836,GYM,Pune,MAHARASHTRA,MARKETPLACE,YC'S Powerhouse Gym(Hinjewadi),2836,GYM,Pune,MAHARASHTRA,Not_Yet_Attributed,,YC'S Powerhouse Gym,2836,CASHFREE,UPI,Trns > 2K,0.86,9.5,0,"8,151.43",5,407.57,203.79,203.79,68.64,18,12.36,27AAGCC5859A1ZP,SELLER_CULT_BOM,Cultfit Healthcare Private Limited,0038551878,0000823508,,,,,
GYM PT Pipeline,GYMFIT_PT,4089453123,"March 31, 2026","March 1, 2026",41583343,,CUREFIT_APP,GYMPT129,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Hoodi Main,1501,GYM,Bangalore,,COCO,Cult Gym Hoodi Main,1501,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038559847,,,,,,
GYM PT Pipeline,GYMFIT_PT,4087554126,"March 31, 2026","March 1, 2026",106185553,,GYMFIT_PARTNER,GYMPT129,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,cult neo gym Andrahalli,3138,GYM,Bangalore,,COCO,cult neo gym Andrahalli,3138,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546085,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088691035,"March 31, 2026","March 1, 2026",1323276,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,89,848",Credit,"45,550","14,571",738,0,140,"14,711.98",,,"15,449.98",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Performance LMNT ,2777,GYM,Bangalore,,MARKETPLACE,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Performance LMNT ,2777,HDFC,EMI Credit Card,HDFC,176.54,16.18,0,"13,878.08",5,693.9,346.95,346.95,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038554629,0000825710,,,,,
GYM PT Pipeline,GYMFIT_PT,4087570440,"March 31, 2026","March 1, 2026",106065319,,GYMFIT_PARTNER,GYMPT521,Level 4 Personal Training - 1 Session,,Credit,"2,200",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Kalyani Nagar,3462,GYM,Pune,MAHARASHTRA,COCO,Cult Gym Kalyani Nagar,3462,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038546196,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088145751,"March 31, 2026","March 1, 2026",99346285,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,84,611",Credit,"58,150","18,200",,0,140,"18,340",,,"18,340",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Green Park,3148,GYM,Gurgaon,,COCO,Cult Green Park(Hauz Khas),3150,GX,Gurgaon,,Attributed,"April 3, 2026, 5:30 AM",Cult Gym Green Park,3148,RAZORPAY,CREDIT CARD,Credit Trns,298.94,20.17,0,"17,333.33",5,866.67,433.33,433.33,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038550191,0000822252,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087772821,"March 31, 2026","March 1, 2026",95759041,,GYMFIT_PARTNER,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,80,036",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Kukatpally,708,GYM,Hyderabad,Telangana,FOFO,Cult Gym Kukatpally(KPHB),708,GYM,Hyderabad,Telangana,Attributed,"July 15, 2026, 5:30 AM",Cult Gym Kukatpally,708,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038547751,0000820469,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087992310,"March 31, 2026","March 1, 2026",36127966,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,83,121",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Himayatnagar Main(Hyderguda),1069,GYM,Hyderabad,Telangana,COCO,Cult Himayatnagar (Himayatnagar),228,GX,Hyderabad,Telangana,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Himayatnagar Main(Hyderguda),1069,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038549196,0000821496,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089038816,"March 31, 2026","March 1, 2026",90809103,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,93,054",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,"cult Gym Basavanagudi, DV Gundappa Rd.",3242,GYM,Bangalore,,FOFO,Cult Basavanagudi DV Gundappa Rd(Basavanagudi),3247,GX,Bangalore,,Attributed,"May 5, 2026, 5:30 AM","cult Gym Basavanagudi, DV Gundappa Rd.",3242,PAYU,EMI Credit Card,Credit Trns,233.92,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557389,0000828091,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088854456,"March 31, 2026","March 1, 2026",98584374,,CUREFIT_APP,GYMFIT_TX0Thw,12 Months Pro Plus,"9,08,91,532",Credit,"22,000","10,350",,0,140,"10,490",,,"10,490",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,"cult neo gym Kirloskar Layout, Sidedahalli",3469,GYM,Bangalore,,FOFO,"cult neo gym Kirloskar Layout, Sidedahalli(kirloskar layout)",3469,GYM,Bangalore,,Attributed,"April 11, 2026, 12:00 AM","cult neo gym Kirloskar Layout, Sidedahalli",3469,CASHFREE,CREDIT CARD,Credit Trns,181.48,11.54,0,"9,857.14",5,492.86,246.43,246.43,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556200,0000827091,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089171792,"March 31, 2026","March 1, 2026",96481161,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,93,781",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Mahadevpura,1076,GYM,Bangalore,Karnataka,FOFO,Cult Gym Mahadevpura(Mahadevpura),1076,GYM,Bangalore,Karnataka,Attributed,"June 14, 2026, 5:30 AM",Cult Gym Mahadevpura,1076,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038558087,0000828695,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088741313,"March 31, 2026","March 1, 2026",92580341,,GYMFIT_PARTNER,GYMFIT_TX0Thw,12 Months Pro Plus,"9,08,90,363",Credit,"22,000","10,300",,0,140,"10,440",,,"10,440",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Neo Gym Babusapalya,3612,GYM,Bangalore,,FOFO,Cult Neo Gym Babusapalya(HRBR Layout),3612,GYM,Bangalore,,Attributed,"May 25, 2026, 12:00 AM",Cult Neo Gym Babusapalya,3612,PAYTM_POS,UPI,Trns > 2K,0,,0,"9,809.52",5,490.48,245.24,245.24,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038555084,0000826121,,,,,
GGFI,GGFI_PRO,O20260331191501694BUD,"March 31, 2026","March 1, 2026",EINMHFIOL000000021,,GDMPro,PD-B-BSC-000145,,,Credit,,"55,000",,,,"55,000",,,"55,000",,,,,,,GGFI Bangalore,INKAFIKM0003,,,,,GGFI Bangalore,INKAFIKM0003,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087964176,"March 31, 2026","March 1, 2026",93954780,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,82,821",Credit,"45,550","14,614",696,0,140,"14,754.31",,,"15,450.31",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Kasavanahalli,1176,GYM,Bangalore,Karnataka,FOFO,Cult Kasavanahalli(Kasavanahalli),1186,GX,Bangalore,Karnataka,Attributed,"May 16, 2026, 5:30 AM",Cult Gym Kasavanahalli,1176,HDFC,EMI Credit Card,Others,199.18,16.23,0,"13,918.39",5,695.92,347.96,347.96,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038549002,0000821363,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088476371,"March 31, 2026","March 1, 2026",93723230,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,87,958",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Panathur,1140,GYM,Bangalore,Karnataka,FOFO,Cult Panathur(Panathur),1141,GX,Bangalore,Karnataka,Attributed,"April 5, 2026, 12:00 AM",Cult Gym Panathur,1140,EASEBUZZ,DEBIT CARD (ANY OTHER),Trns > 2K,106.56,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038553002,0000824389,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088264928,"March 31, 2026","March 1, 2026",100156963,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,85,763",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Foundry Active (Kaggadasapura),1083,GYM,Bangalore,Karnataka,MARKETPLACE,Foundry Active (Kaggadasapura)(Kaggadasapura),1083,GYM,Bangalore,Karnataka,Curefit_Attributed,"April 6, 2026, 12:00 AM",cure.fit GX Bangalore,2153,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038551141,0000822943,,,,,
GYM PT Pipeline,GYMFIT_PT,4088261697,"March 31, 2026","March 1, 2026",97459267,,CUREFIT_APP,GYMPT28624,Level 3 Personal Training - 24 Sessions (Center-wide Pack),,Credit,"28,500","22,800",,0,,"22,800",,,"22,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym BTM Layout,686,GYM,Bangalore,Karnataka,COCO,Cult Gym BTM Layout,686,,,Karnataka,,,,,HDFC,UPI,Trns > 2K,0,25.08,0,"21,714.29",5,"1,085.71",542.86,542.86,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551130,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087786705,"March 31, 2026","March 1, 2026",98807479,,CUREFIT_APP,CULTWORKOUT345,Fusion Dance Fitness,,Credit,350,350,,0,,350,,,350,JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Siripuram(Siripuram),384,GX,Visakhapatnam,Andhra Pradesh,FOFO,Cult Siripuram(Siripuram),384,,,Andhra Pradesh,Not_Yet_Attributed,,,,CASHFREE,UPI,Trns < 2K,0.04,0.39,1,333.33,5,16.67,8.33,8.33,,,,37AAGCC6845A1ZS,SELLER_CULT_CFS_AP,Curefit Services Private Limited,0038547850,,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088556487,"March 31, 2026","March 1, 2026",93499882,,CUREFIT_APP,GYMFIT_CtqrTn,12 Months cultpass PRO,"9,08,88,738",Credit,"19,990","9,589",260,0,140,"9,729.56",,,"9,989.56",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Neo Gym Hoodi,1077,GYM,Bangalore,Karnataka,FOFO,Cult Neo Gym Hoodi(Hoodi),1077,GYM,Bangalore,Karnataka,Attributed,"April 15, 2026, 12:00 AM",Cult Neo Gym Hoodi,1077,HDFC,EMI Credit Card,Others,131.35,10.7,0,"9,132.91",5,456.65,228.32,228.32,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038553682,0000824961,,,,,
Fitso Sales Dump (Cult Play),PLAY,4088553853,"March 31, 2026","March 1, 2026",97033046,15022240,CUREFIT,PLAYPACKNEW4808,Swim | Masterkey - Bangalore - 365 days | 12 month,,Credit,"42,990","12,990",,0,140,"13,130",,,"13,130",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Fitso Thubarahalli MKR Sports Arena,1152,SPORTS,Bangalore,Karnataka,COCO,Fitso Thubarahalli MKR Sports Arena,1152,,,Karnataka,,,,,CASHFREE,UPI,Trns > 2K,1.31,14.44,0,"11,008.47",18,"1,981.53",990.76,990.76,118.64,18,21.36,29AADCJ5540N1Z4,SELLER_PLAY_JOGO_KARNATAKA,Jogo Technologies Pvt Ltd,0038553622,0000824904,263318,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088935000,"March 31, 2026","March 1, 2026",92332175,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,92,181",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Moments Fitness Hub 3.0 (Begur),2455,GYM,Bangalore,,FOFO,Cult Begur & Moments Fitness Hub 3.0(Begur),2804,GX,Bangalore,,Attributed,"June 5, 2026, 5:30 AM",Moments Fitness Hub 3.0 (Begur),2455,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556628,0000827449,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088769789,"March 31, 2026","March 1, 2026",90532530,,GYMFIT_PARTNER,GYMFIT_OGQRbd,12 Months cultpass PRO,"9,08,90,639",Credit,"26,130","14,400",,0,140,"14,540",,,"14,540",MANUAL,MANUAL,MANUAL,MANUAL,0,,"Gold's Gym (Kandivali East, Thakur Mall)",1486,GYM,Mumbai,Maharashtra,MARKETPLACE,"Gold's Gym (Kandivali East, Thakur Mall)(Kandivali East)",1486,GYM,Mumbai,Maharashtra,Attributed,"April 15, 2026, 12:00 AM","Gold's Gym (Kandivali East, Thakur Mall)",1486,CASH,CASH,CASH,,,0,"13,714.29",5,685.71,342.86,342.86,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038555386,0000826385,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088798757,"March 31, 2026","March 1, 2026",90782575,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,009",Credit,"45,550","14,613",696,0,140,"14,753.89",,,"15,449.89",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,LMNT Fitness Club,836,GYM,Bangalore,Karnataka,MARKETPLACE,LMNT Fitness Club(Mahadevapura),836,GYM,Bangalore,Karnataka,Attributed,"April 11, 2026, 12:00 AM",LMNT Fitness Club,836,RAZORPAY,EMI Credit Card,Credit Trns,240.49,16.23,0,"13,917.99",5,695.9,347.95,347.95,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038555687,0000826668,,,,,
GYM PT Pipeline,GYMFIT_PT,4087739862,"March 31, 2026","March 1, 2026",106144162,,GYMFIT_PARTNER,GYMPT523,Level 4 Personal Training - 1 Session,,Credit,"2,200","2,200",,0,,"2,200",,,"2,200",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Gachibowli - Indira Nagar,1515,GYM,Hyderabad,Telangana,COCO,Cult Gym Gachibowli - Indira Nagar,1515,,,Telangana,,,,,CASH,CASH,CASH,,,0,"2,095.24",5,104.76,52.38,52.38,,,,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038547528,,,,,,
GYM PT Pipeline,GYMFIT_PT,4088098422,"March 31, 2026","March 1, 2026",52183924,,GYMFIT_PARTNER,GYMPT169,Level 4 Personal Training - 1 Session,,Credit,"2,200",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Green Park,3148,GYM,Gurgaon,,COCO,Cult Gym Green Park,3148,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038549871,,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087986660,"March 31, 2026","March 1, 2026",90901207,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,83,077",Credit,"23,990","11,342",308,0,140,"11,482.45",,,"11,790.45",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Neo Gym - Dairy Farm,3567,GYM,Hyderabad,TELANGANA,FOFO,Raptor Fitness(Bowenpally),1531,GYM,Hyderabad,Telangana,Attributed,"April 6, 2026, 12:00 AM",Cult Neo Gym - Dairy Farm,3567,CASHFREE,EMI Credit Card,Credit Trns,198.65,12.63,0,"10,802.33",5,540.12,270.06,270.06,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038549166,0000821477,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087811834,"March 31, 2026","March 1, 2026",84455252,,GYMFIT_PARTNER,CULTPACK_Q2erdf,6 Months cultpass Select,"9,08,81,130",Credit,"23,550","11,323",,0,105,"11,428",,,"11,428",PAYTM_POS,POS,PAYTM_POS,POS,0,,Aim Fit (NRI Layout),2738,GYM,Bangalore,,MARKETPLACE,Aim Fit (NRI Layout)(KR Puram),2738,GYM,Bangalore,,Attributed,"April 1, 2026, 5:30 AM",Aim Fit (NRI Layout),2738,PAYTM_POS,CREDIT CARD,Credit Trns,114.28,,0,"10,783.81",5,539.19,269.6,269.6,88.98,18,16.02,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038548033,0000820660,,,,,
Fitso Sales Dump (Cult Play),PLAY,4089173218,"March 31, 2026","March 1, 2026",106201920,18742130,CUREFIT,PLAYPACKNEW4803,Badminton | Masterkey - Bangalore - 180 days | 6 month,,Credit,"24,990","12,135",,0,105,"12,240",,,"12,240",RAZORPAY,UPI,RAZORPAY,UPI,0,,BaddyZone HSR,988,SPORTS,Bangalore,Karnataka,MARKETPLACE,BaddyZone HSR,988,,,Karnataka,,,,,RAZORPAY,UPI,Trns > 2K,24.48,,0,"10,283.9",18,"1,851.1",925.55,925.55,88.98,18,16.02,29AADCJ5540N1Z4,SELLER_PLAY_JOGO_KARNATAKA,Jogo Technologies Pvt Ltd,0038559274,0000829699,263600,,,,
At home live sales,LIVE,4088323107,"March 31, 2026","March 1, 2026",14932,,SUBSCRIPTION_RENEWAL,CFLIVE_V2_101,Monthly,,Credit,,,,0,,449,,,449,APPLE_IN_APP,,APPLE_IN_APP,,0,,,,,,,,,,,,,,,,,APPLE_IN_APP,APPLE_IN_APP,APPLE_IN_APP,0,,0,380.51,18,68.49,,,,,,,,,,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087914289,"March 31, 2026","March 1, 2026",49532592,,CUREFIT_APP,CULTPACK_eX2BKR,12 Month CultPass Elite Plus,"9,08,82,338",Credit,"65,000","20,749",,0,140,"20,889",,,"20,889",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Vasant Kunj,171,GX,Gurgaon,Delhi,COCO,Cult Vasant Kunj(Vasant Kunj),171,GX,Gurgaon,Delhi,Attributed,"May 2, 2026, 5:30 AM",Cult Vasant Kunj,171,CASHFREE,UPI,Trns > 2K,2.09,22.98,0,"19,760.95",5,988.05,494.02,494.02,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038548661,0000821122,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089265141,"March 31, 2026","March 1, 2026",93931339,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,94,701",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,"Cult Gym Frazer Town, Mosque Road",3581,GYM,Bangalore,,FOFO,"Cult Frazer Town, Mosque Road(Frazer Town)",3582,GX,Bangalore,,Attributed,"April 11, 2026, 5:30 AM","Cult Gym Frazer Town, Mosque Road",3581,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038558922,0000829414,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088778336,"March 31, 2026","March 1, 2026",98540928,,CUREFIT_APP,CULTPACK_d50do6,12 Months cultpass Select,"9,08,90,745",Credit,"57,600","16,499",,0,140,"16,639",,,"16,639",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,"Cult Gym Rohini, Sector 11",1631,GYM,Gurgaon,DELHI,COCO,"Cult Rohini, Sector 11(Rohini)",1639,GX,Gurgaon,DELHI,Attributed,"April 9, 2026, 5:30 AM","Cult Gym Rohini, Sector 11",1631,CASHFREE,UPI,Trns > 2K,1.66,18.3,0,"15,713.33",5,785.67,392.83,392.83,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038555473,0000826465,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087782882,"March 31, 2026","March 1, 2026",2882930,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,80,137",Credit,"58,150","18,200",,0,140,"18,340",,,"18,340",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Green Park,3150,GX,Gurgaon,,COCO,Cult Green Park(Hauz Khas),3150,GX,Gurgaon,,Not_Yet_Attributed,,Cult Green Park,3150,HDFC,CREDIT CARD,Credit Trns,220.08,20.17,0,"17,333.33",5,866.67,433.33,433.33,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038547832,0000820531,,,,,
At home live sales,LIVE,4087915545,"March 31, 2026","March 1, 2026",6421399,,SUBSCRIPTION_RENEWAL,CFLIVE_IOS_0301,Quarterly,,Credit,,,,0,,999,,,999,APPLE_IN_APP,,APPLE_IN_APP,,0,,,,,,,,,,,,,,,,,APPLE_IN_APP,APPLE_IN_APP,APPLE_IN_APP,0,,0,846.61,18,152.39,,,,,,,,,,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087567092,"March 31, 2026","March 1, 2026",93869494,,CUREFIT_APP,CULTPACK_LtjwEf,12 Month CultPass Elite Plus,"9,08,78,321",Credit,"47,000","15,086","1,764",0,140,"15,226.19",,,"16,990.19",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,"Cult Gym Whitefield, Shantiniketan",1502,GYM,Bangalore,,COCO,"Cult Whitefield, Shantiniketan(Whitefield)",129,GX,Bangalore,Karnataka,Attributed,"May 7, 2026, 5:30 AM","Cult Gym Whitefield, Shantiniketan",1502,PAYU,EMI Debit Card,Debit Trns,258.85,16.75,0,"14,367.8",5,718.39,359.2,359.2,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546170,0000819409,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088246868,"March 31, 2026","March 1, 2026",100833522,,CUREFIT_APP,GYMFIT_XlEFrq,12 Months cultpass PRO,"9,08,85,671",Credit,"27,990","12,950",,0,140,"13,090",,,"13,090",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,cult neo gym Mahavir Enclave,3017,GYM,Gurgaon,,COCO,cult neo gym Mahavir Enclave(Mahavir Enclave),3017,GYM,Gurgaon,,Attributed,"April 6, 2026, 12:00 AM",cult neo gym Mahavir Enclave,3017,HDFC,CREDIT CARD,Credit Trns,157.08,14.4,0,"12,333.33",5,616.67,308.33,308.33,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038551057,0000822877,,,,,
GYM PT Pipeline,GYMFIT_PT,4087683861,"March 31, 2026","March 1, 2026",106144162,,GYMFIT_PARTNER,GYMPT519,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Gachibowli - Indira Nagar,1515,GYM,Hyderabad,Telangana,COCO,Cult Gym Gachibowli - Indira Nagar,1515,,,Telangana,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038547090,,,,,,
