category,article_type,majority_service,style_id,product_total_gmv,category_total_gmv,overall_total_gmv,overall_category_percentage_contribution,category__product_percentage_contribution,overall_product_percentage_contribution,rnk
Indoor Equipment,Treadmill,GYM,805054,312242,370477394,1078814296,34.341164681785045,0.08428098584606217,0.028943072144828157,187
Indoor Equipment,Rowing Machine,GYM,900059,309645,370477394,1078814296,34.341164681785045,0.0835799984060566,0.028702344893657212,188
Indoor Equipment,Strength,HYBRID_GYM,900181,306539,370477394,1078814296,34.341164681785045,0.08274162066687393,0.02841443621358907,189
Indoor Equipment,Treadmill,GX,801723,305093,370477394,1078814296,34.341164681785045,0.08235131345153006,0.02828040017000294,190
Indoor Equipment,Treadmill,HYBRID_GX,900030,302463,370477394,1078814296,34.341164681785045,0.08164141858544816,0.028036614004974213,191
Indoor Equipment,Treadmill,OTHERS,801969,300232,370477394,1078814296,34.341164681785045,0.08103922259828895,0.027829812889316775,192
Indoor Equipment,Treadmill,GYM,802152,292911,370477394,1078814296,34.341164681785045,0.07906312361935908,0.02715119748468739,193
Indoor Equipment,Spin Bike,GYM,802289,288259,370477394,1078814296,34.341164681785045,0.07780744646460129,0.026719983325100467,194
Indoor Equipment,Strength,OTHERS,900038,283052,370477394,1078814296,34.341164681785045,0.07640196259856007,0.026237323796087328,195
Indoor Equipment,Treadmill,HYBRID_GX,900033,283047,370477394,1078814296,34.341164681785045,0.0764006129885485,0.0262368603242907,196
Indoor Equipment,Massage Chair,GX,805108,282861,370477394,1078814296,34.341164681785045,0.07635040749611838,0.026219619173455968,197
Indoor Equipment,Treadmill,GX,805009,280989,370477394,1078814296,34.341164681785045,0.07584511350778936,0.02604609533279674,198
Indoor Equipment,Strength,PLAY,700059,280726,370477394,1078814296,34.341164681785045,0.07577412402118117,0.026021716716293868,199
Indoor Equipment,Treadmill,HYBRID_GYM,900032,277109,370477394,1078814296,34.341164681785045,0.07479781613881684,0.02568644121860988,200
Indoor Equipment,Treadmill,PLAY,801725,276492,370477394,1078814296,34.341164681785045,0.07463127426339,0.025629248798905425,201
Indoor Equipment,Rowing Machine,GYM,802155,273174,370477394,1078814296,34.341164681785045,0.07373567305971711,0.025321688914660065,202
Indoor Equipment,Treadmill,GYM,805053,271707,370477394,1078814296,34.341164681785045,0.07333969748232465,0.025185706289528074,203
Indoor Equipment,Treadmill,HYBRID_GYM,805055,270010,370477394,1078814296,34.341164681785045,0.07288163984440034,0.025028403961750982,204
Indoor Equipment,Treadmill,PLAY,805014,269910,370477394,1078814296,34.341164681785045,0.07285464764416909,0.025019134525818335,205
Indoor Equipment,Treadmill,HYBRID_GX,801723,261794,370477394,1078814296,34.341164681785045,0.07066396067340076,0.02426682710552438,206
Indoor Equipment,Treadmill,OTHERS,801722,256994,370477394,1078814296,34.341164681785045,0.06936833506230072,0.02382189418075713,207
Indoor Equipment,Treadmill,HYBRID_GYM,805011,254692,370477394,1078814296,34.341164681785045,0.06874697461297734,0.023608511765587502,208
Indoor Equipment,Spin Bike,GYM,900276,253380,370477394,1078814296,34.341164681785045,0.06839283694594332,0.023486896766151122,209
Indoor Equipment,Elliptical,HYBRID_GYM,900064,251730,370477394,1078814296,34.341164681785045,0.06794746564212768,0.02333395107326238,210
Indoor Equipment,Treadmill,OTHERS,802299,243732,370477394,1078814296,34.341164681785045,0.06578862946763224,0.022592581587368956,211
Indoor Equipment,Treadmill,GYM,900278,237989,370477394,1078814296,34.341164681785045,0.06423846740835151,0.022060237881756806,212
